RamanShift,0.625 mg/mL IgG1,1.25 mg/mL IgG1,2.5 mg/mL IgG1,5 mg/mL IgG1,10 mg/mL IgG1
1424,42155.71257,42198.0623,44311.22477,49419.12669,60280.20422
1423,42182.84892,42165.48349,44311.29313,49428.00516,60367.25154
1422,42202.54174,42162.12703,44302.80069,49440.55826,60424.17425
1421,42204.0034,42194.57684,44278.97565,49465.60739,60426.97351
1420,42194.27772,42220.41541,44254.22699,49511.55612,60412.02806
1419,42194.05678,42209.1205,44255.87998,49570.64352,60428.54999
1418,42219.64987,42188.30644,44297.29502,49620.79038,60489.95339
1417,42261.29272,42211.08965,44368.75261,49645.53826,60581.80509
1416,42291.25026,42288.43163,44441.07351,49647.24988,60686.36686
1415,42304.08967,42372.27228,44475.91952,49640.94941,60776.04272
1414,42329.6366,42407.0051,44456.26912,49636.69124,60810.76989
1413,42388.71663,42387.96097,44415.00863,49629.83946,60775.54344
1412,42458.05267,42362.67018,44410.46963,49611.46887,60705.51779
1411,42501.59018,42375.491,44461.54166,49584.08342,60646.09951
1410,42514.19797,42419.4721,44523.2927,49561.20103,60602.2525
1409,42508.39561,42453.40152,44536.02844,49557.6514,60555.24183
1408,42482.68644,42460.20944,44484.81994,49585.99963,60514.53963
1407,42437.32563,42465.2846,44406.43171,49649.20063,60515.23797
1406,42401.86819,42491.64458,44354.32781,49724.42303,60563.5099
1405,42407.56574,42525.40469,44362.16679,49767.16472,60619.71571
1404,42441.68557,42543.59419,44422.73832,49749.35225,60649.89464
1403,42465.15803,42550.49187,44491.16206,49690.23831,60668.60454
1402,42469.91224,42560.61809,44519.37299,49640.35377,60708.26891
1401,42483.71626,42566.5961,44496.23988,49636.08881,60761.4786
1400,42519.25045,42555.07732,44450.20448,49670.51024,60784.16371
1399,42554.28996,42541.81598,44416.59407,49704.74773,60756.0141
1398,42570.76851,42559.61714,44413.04835,49710.50485,60708.44952
1397,42583.55954,42613.62814,44439.65976,49701.00366,60679.91183
1396,42615.48551,42669.90824,44483.73869,49708.81829,60667.38401
1395,42662.8841,42688.02161,44525.18215,49736.60413,60643.47692
1394,42699.86302,42654.67966,44553.57498,49755.9922,60605.58789
1393,42706.39205,42593.27043,44579.56273,49758.11742,60580.83976
1392,42686.29791,42550.42447,44616.76827,49768.57434,60585.22077
1391,42666.21252,42562.65295,44657.32948,49796.66219,60600.67274
1390,42675.12561,42623.60744,44679.07427,49807.77541,60598.0801
1389,42712.08085,42688.94833,44671.68591,49773.73236,60569.61662
1388,42739.39504,42719.28817,44643.74063,49720.17424,60532.02172
1387,42725.52385,42712.53371,44611.07309,49691.06651,60503.98886
1386,42688.81168,42694.22872,44589.29901,49687.54024,60485.28193
1385,42677.5844,42688.21129,44589.00861,49676.77861,60459.8853
1384,42713.8145,42700.26251,44606.70135,49649.15473,60421.21762
1383,42781.85531,42720.14653,44626.68322,49630.50602,60389.5855
1382,42865.38932,42734.92606,44638.39605,49636.6005,60395.55485
1381,42960.48808,42743.67984,44643.93425,49646.29959,60447.53671
1380,43049.79472,42755.59541,44647.01574,49633.13289,60525.56825
1379,43100.40384,42769.02149,44648.52523,49605.20935,60603.14061
1378,43103.48007,42764.11346,44655.4154,49597.13642,60660.0598
1377,43091.35907,42729.65863,44676.12983,49629.88186,60679.44839
1376,43097.68403,42687.38788,44700.457,49690.76667,60658.52338
1375,43116.45002,42672.5287,44701.93149,49747.25667,60625.89892
1374,43116.57262,42697.33308,44672.85457,49769.66519,60618.8893
1373,43086.69989,42748.84956,44645.17869,49749.37563,60632.28377
1372,43049.3924,42810.1517,44662.1854,49711.51828,60619.76786
1371,43032.86752,42861.83342,44732.71942,49703.37525,60564.68504
1370,43040.07853,42876.53002,44821.10173,49749.24706,60519.34744
1369,43049.0846,42845.15515,44878.37515,49818.26836,60544.75663
1368,43039.19517,42804.94473,44877.69253,49858.22635,60634.2023
1367,43013.08613,42808.28022,44827.89234,49861.7883,60731.94784
1366,42993.93346,42859.51203,44768.14839,49876.27623,60814.38314
1365,43002.90631,42910.23863,44748.94032,49943.3441,60912.44461
1364,43039.11992,42920.59155,44798.5039,50051.92668,61050.73144
1363,43078.69379,42898.73587,44893.6945,50158.71647,61198.25012
1362,43092.59846,42875.6677,44973.15024,50232.90604,61297.43572
1361,43068.76641,42868.24289,44994.16166,50267.94389,61325.81977
1360,43019.81213,42874.91166,44973.09416,50268.98363,61311.20061
1359,42968.5067,42884.73416,44957.84762,50248.24537,61290.84669
1358,42926.16469,42881.50082,44967.63211,50223.98931,61273.72087
1357,42888.69248,42856.48122,44978.58114,50208.17754,61248.88971
1356,42851.95354,42822.15817,44965.20268,50197.79815,61215.17212
1355,42820.47187,42797.06099,44929.81467,50186.58034,61184.45616
1354,42796.09047,42776.54248,44882.54151,50178.99187,61164.33393
1353,42769.46478,42739.24753,44817.61736,50182.90944,61161.95782
1352,42734.34647,42685.46126,44732.23443,50192.94624,61202.10038
1351,42701.17093,42646.00398,44655.86538,50191.16214,61307.34208
1350,42679.86537,42643.16778,44632.66173,50163.43373,61448.08399
1349,42654.89244,42659.73019,44670.20686,50109.73763,61544.04485
1348,42599.51444,42658.36578,44724.49821,50042.51282,61541.51771
1347,42516.39732,42621.43481,44744.85288,49981.989,61472.37284
1346,42441.38982,42563.23586,44721.93104,49947.5532,61415.34798
1345,42398.97529,42509.88485,44681.79256,49942.09358,61413.64148
1344,42374.23984,42471.99677,44643.76835,49945.98153,61452.08581
1343,42339.2592,42432.334,44601.85192,49936.73191,61498.90677
1342,42287.5923,42361.67876,44548.06104,49913.55731,61536.17796
1341,42229.14755,42254.57802,44497.58235,49891.06014,61548.74141
1340,42169.91778,42143.77869,44476.96042,49869.82465,61516.40473
1339,42113.91792,42065.28918,44487.59794,49828.90211,61437.13328
1338,42068.70338,42014.36935,44490.23212,49752.23363,61341.80937
1337,42029.34341,41955.62108,44434.95992,49649.02214,61261.92208
1336,41970.82055,41873.17068,44309.68245,49541.58347,61185.62627
1335,41878.43736,41785.41863,44153.76455,49444.42071,61068.4193
1334,41776.11183,41707.51384,44018.48637,49359.77179,60892.65643
1333,41701.74598,41628.6196,43919.81461,49279.00592,60695.16539
1332,41659.62376,41539.15394,43838.8258,49181.74544,60524.34177
1331,41618.39229,41455.91613,43759.58466,49052.10526,60389.70802
1330,41553.52373,41400.08823,43684.60667,48909.88762,60271.99343
1329,41470.50154,41363.28839,43612.28094,48809.4907,60165.08056
1328,41384.97053,41311.46358,43526.81057,48786.71272,60081.50388
1327,41301.08707,41217.84933,43426.19288,48813.63565,60024.10618
1326,41217.88115,41088.2678,43338.97519,48825.83912,59977.65909
1325,41141.62819,40963.27351,43290.93804,48791.8465,59928.27784
1324,41078.84758,40893.73876,43267.80024,48737.81322,59873.72966
1323,41022.29689,40896.97537,43233.5963,48701.91271,59817.0277
1322,40954.46978,40934.51017,43177.94223,48682.04067,59764.46176
1321,40867.27213,40948.52993,43122.7778,48638.96358,59723.81346
1320,40775.03093,40919.3695,43086.78815,48543.59004,59689.35176
1319,40704.67007,40868.79024,43066.05887,48410.43955,59638.14213
1318,40670.49023,40812.07108,43050.16475,48283.73049,59560.50111
1317,40658.41355,40737.47833,43034.96719,48196.56092,59484.66541
1316,40637.65435,40639.5457,43012.90289,48147.87244,59446.52304
1315,40588.84905,40543.08415,42969.58624,48116.84282,59438.59853
1314,40519.02618,40477.67717,42902.99179,48091.16395,59413.89415
1313,40450.22057,40446.46873,42835.06823,48074.11112,59341.457
1312,40397.84288,40432.75983,42789.4703,48065.91241,59236.07702
1311,40360.49772,40420.83597,42760.43122,48047.88239,59130.16981
1310,40325.77736,40398.46009,42716.31925,47993.19481,59038.44935
1309,40283.40819,40356.15421,42636.9481,47894.98484,58957.53929
1308,40235.19801,40300.47353,42537.86906,47780.68689,58881.23254
1307,40193.51995,40256.26208,42451.41301,47694.21132,58804.25184
1306,40168.9197,40239.31981,42391.29216,47660.35773,58722.85762
1305,40159.70373,40234.01671,42346.27917,47664.22249,58642.26894
1304,40154.49527,40213.21188,42304.86584,47664.23973,58576.60824
1303,40141.83941,40175.71322,42271.45352,47626.47888,58534.83038
1302,40114.68163,40147.99184,42253.97725,47551.18415,58511.94292
1301,40070.25502,40147.50291,42246.76847,47471.3257,58496.62595
1300,40012.9409,40157.56899,42233.62686,47424.73905,58479.83277
1299,39956.95001,40145.3401,42202.39008,47422.36163,58453.83684
1298,39918.75046,40098.22585,42151.99044,47441.24794,58413.86116
1297,39901.2256,40036.30024,42092.23473,47449.89971,58367.41781
1296,39886.37419,39990.35977,42042.42629,47438.07987,58333.05007
1295,39849.52607,39971.38497,42022.4623,47416.54528,58319.80129
1294,39785.51402,39960.97179,42034.5069,47390.70153,58312.22625
1293,39717.91719,39929.34371,42054.36001,47347.21766,58285.90507
1292,39674.13602,39863.0334,42049.6501,47274.06086,58237.98689
1291,39651.46486,39777.38457,42010.77671,47186.42332,58193.78746
1290,39620.18259,39703.79669,41962.16306,47120.61884,58179.3259
1289,39565.95188,39664.57474,41940.78681,47098.98586,58191.92114
1288,39515.68185,39658.76563,41962.32838,47106.72262,58202.23608
1287,39508.23668,39670.41242,42007.73391,47109.61696,58183.93912
1286,39548.4261,39687.39546,42042.97291,47094.22673,58139.78231
1285,39604.19658,39708.85029,42050.43593,47084.24063,58101.77533
1284,39641.85806,39734.2311,42037.33262,47111.75273,58106.97653
1283,39647.21222,39751.24835,42014.74099,47175.33442,58165.59867
1282,39618.65257,39742.19547,41979.26208,47235.30757,58245.4639
1281,39564.49582,39702.80551,41923.14699,47252.7566,58292.95067
1280,39512.95903,39648.70334,41854.42094,47225.17131,58280.16989
1279,39502.97317,39600.70982,41793.35866,47178.68022,58231.60698
1278,39547.73435,39569.64125,41750.73041,47135.62794,58197.76567
1277,39613.78754,39558.7223,41722.56131,47103.63043,58206.71059
1276,39648.87441,39571.5805,41706.88749,47091.2982,58250.14372
1275,39630.79633,39606.21852,41710.61742,47112.18202,58308.37323
1274,39583.73884,39644.1933,41733.41689,47160.97967,58369.24353
1273,39549.8003,39659.40081,41757.51335,47199.00793,58423.14725
1272,39551.81845,39641.72861,41764.19625,47182.44724,58461.0855
1271,39582.19026,39603.60694,41753.93497,47107.16527,58485.85035
1270,39616.17536,39561.04004,41741.39866,47016.57784,58510.55162
1269,39628.53662,39520.17154,41735.53382,46964.32475,58539.70063
1268,39605.25114,39489.09328,41732.37757,46973.76754,58565.28564
1267,39554.22968,39488.39487,41723.88621,47028.04961,58586.61205
1266,39507.86889,39530.8293,41707.37391,47087.5074,58618.16455
1265,39502.86131,39592.50116,41689.18646,47117.81513,58668.8477
1264,39547.36898,39623.30503,41682.94027,47114.27459,58725.93344
1263,39611.27295,39595.44522,41698.32293,47102.63176,58767.98421
1262,39654.09992,39532.81044,41726.90028,47108.35619,58783.33669
1261,39658.82578,39484.10887,41747.01049,47125.65848,58770.2741
1260,39635.30579,39473.93375,41750.41009,47128.43537,58733.09445
1259,39599.6658,39489.83947,41756.13824,47112.62854,58688.66982
1258,39560.32108,39511.773,41786.92768,47111.96229,58666.59892
1257,39519.93771,39537.82411,41837.42737,47161.99536,58690.17711
1256,39480.18667,39574.80624,41879.04959,47257.52196,58759.23532
1255,39443.52706,39615.44409,41894.57548,47355.37313,58855.00463
1254,39416.19938,39640.0891,41895.66515,47415.16409,58954.46413
1253,39408.57706,39642.4197,41905.73162,47430.88287,59036.45472
1252,39426.39445,39641.7865,41936.77468,47427.64328,59085.63752
1251,39461.59165,39660.8648,41984.36977,47437.33877,59102.58612
1250,39496.96912,39695.10042,42033.82957,47477.79586,59107.5483
1249,39520.68671,39715.01732,42067.94155,47546.16628,59126.5726
1248,39533.00042,39701.40209,42079.4031,47623.6914,59172.58593
1247,39539.09143,39669.19646,42080.28328,47686.50703,59239.32591
1246,39539.06434,39649.58966,42089.19576,47719.75659,59308.09673
1245,39526.3088,39654.58792,42104.12263,47728.50105,59358.89437
1244,39494.546,39669.09326,42099.65526,47732.20097,59382.16379
1243,39446.63661,39675.49605,42060.61563,47740.96716,59384.1271
1242,39397.11409,39674.16662,42008.44976,47739.50118,59376.33202
1241,39364.63138,39676.60625,41980.50291,47704.99821,59359.47801
1240,39359.50064,39688.13563,41987.16095,47641.06609,59326.88361
1239,39376.9723,39703.39169,42002.53284,47581.21119,59287.03304
1238,39401.28795,39712.83616,41997.41365,47554.83461,59268.4615
1237,39415.97438,39708.68113,41969.84552,47562.29142,59288.26488
1236,39413.28651,39690.45339,41939.95147,47588.36235,59322.10473
1235,39398.14832,39670.12131,41923.6493,47623.46363,59320.70502
1234,39383.58359,39664.78635,41918.00265,47657.48049,59256.53994
1233,39379.12579,39676.07584,41909.98277,47664.76476,59143.63711
1232,39381.97446,39682.5352,41894.96007,47616.51162,59012.91751
1231,39380.8832,39663.67391,41883.51744,47510.44445,58882.65365
1230,39369.435,39629.4024,41887.36502,47377.83417,58756.64853
1229,39353.89412,39612.75921,41899.55487,47259.31727,58636.7854
1228,39346.87927,39629.54023,41895.78989,47177.53458,58525.91727
1227,39354.3309,39655.24973,41859.90397,47127.35759,58423.38107
1226,39369.80595,39650.16997,41802.49783,47082.69281,58325.78459
1225,39380.8157,39603.04515,41747.99891,47015.65256,58231.53603
1224,39378.98937,39542.21962,41707.65122,46920.44121,58142.35481
1223,39363.32122,39503.50052,41673.11523,46820.76846,58061.81558
1222,39335.36983,39493.39397,41633.75792,46748.07904,57990.26649
1221,39295.37197,39488.17266,41590.62659,46713.06141,57916.40291
1220,39245.9262,39465.76078,41552.79047,46703.23468,57819.56424
1219,39197.57436,39430.29323,41527.85971,46703.43236,57693.6014
1218,39165.26794,39401.26641,41517.86424,46707.26763,57567.99754
1217,39155.97241,39385.93412,41517.7499,46709.21191,57489.15989
1216,39161.92217,39374.2641,41515.98598,46700.38316,57474.67853
1215,39170.07143,39360.57169,41503.57139,46681.62672,57499.69286
1214,39177.75841,39355.65343,41485.92631,46673.2095,57536.69265
1213,39194.04753,39369.49808,41479.63945,46698.85279,57594.83081
1212,39223.17784,39392.72431,41492.41322,46757.61093,57703.95911
1211,39251.66173,39407.45553,41511.42434,46818.57702,57864.4154
1210,39258.22527,39410.44385,41518.13074,46849.27044,58027.11364
1209,39235.53005,39411.99432,41510.79824,46848.41039,58127.03398
1208,39196.30975,39414.77137,41503.46746,46845.93838,58132.62917
1207,39158.75286,39408.2086,41502.81386,46867.88903,58064.00483
1206,39133.49569,39385.78265,41495.80668,46903.73423,57967.70039
1205,39125.67307,39355.06077,41465.40163,46913.24023,57874.39072
1204,39137.90912,39326.20086,41412.45782,46865.89348,57779.84547
1203,39162.33487,39300.92925,41356.10147,46768.80943,57666.30347
1202,39176.79409,39278.14176,41316.04261,46654.45655,57536.61023
1201,39161.47268,39260.73005,41300.15226,46548.40169,57417.98247
1200,39119.96019,39249.38387,41305.15729,46456.57627,57332.3131
1199,39076.13689,39236.93929,41319.8606,46379.06753,57274.08171
1198,39049.03913,39217.53492,41327.1883,46322.52317,57222.38937
1197,39035.85626,39197.27044,41312.6341,46293.16699,57164.79566
1196,39019.54626,39187.58311,41276.47561,46285.03148,57100.99884
1195,38988.04541,39189.39361,41234.08401,46282.54822,57031.39208
1194,38946.04426,39190.25479,41201.08736,46272.55487,56955.95529
1193,38912.6608,39177.21752,41181.24214,46250.28267,56884.35739
1192,38906.97991,39148.2464,41169.44724,46218.38291,56834.24539
1191,38930.22611,39111.57336,41159.82116,46185.9559,56811.43201
1190,38961.41515,39078.39795,41146.877,46164.37124,56796.99553
1189,38975.27761,39056.83803,41125.85253,46155.89085,56763.8731
1188,38965.38547,39048.71447,41099.82383,46148.16935,56708.41313
1187,38946.25459,39049.02655,41082.54105,46128.52227,56658.43496
1186,38934.13542,39049.34303,41084.8909,46103.20052,56643.74456
1185,38932.01388,39043.85528,41098.8672,46092.33627,56661.87209
1184,38933.5039,39032.84793,41103.61322,46102.48225,56680.76417
1183,38932.7896,39019.67583,41089.69431,46114.11192,56675.01002
1182,38926.04592,39004.66825,41070.03846,46104.55955,56650.83163
1181,38910.36406,38984.67102,41062.43719,46077.94882,56633.90872
1180,38890.12267,38960.85946,41066.76577,46063.33448,56643.66825
1179,38881.56394,38944.13709,41066.04578,46084.42132,56685.77803
1178,38900.36285,38946.46762,41048.3189,46138.30357,56757.62083
1177,38940.90657,38965.81202,41021.44813,46203.4857,56845.11447
1176,38975.14088,38986.55121,41004.67238,46259.7953,56917.22326
1175,38978.76507,38999.42173,41008.73068,46296.03371,56941.26506
1174,38956.23766,39015.32941,41026.52392,46305.65226,56911.67914
1173,38934.75785,39051.53441,41042.18709,46286.16939,56855.89087
1172,38935.50403,39105.80909,41046.93822,46245.63516,56805.58723
1171,38956.82848,39151.95007,41044.71409,46202.69234,56767.73021
1170,38984.6744,39162.80763,41043.5459,46173.04946,56729.43123
1169,39010.21823,39134.10458,41045.49086,46156.2687,56685.32056
1168,39031.57884,39086.06793,41048.2756,46140.4894,56650.07842
1167,39043.48036,39046.3072,41054.20392,46120.10956,56643.76952
1166,39034.81689,39030.24295,41070.32197,46103.05728,56673.16092
1165,39000.57469,39031.35296,41096.54375,46097.97692,56731.11704
1164,38953.91831,39028.23955,41118.54508,46099.96522,56807.28586
1163,38922.13876,39006.69375,41118.90509,46096.07758,56890.76671
1162,38926.51413,38977.82043,41095.11849,46084.1852,56964.46659
1161,38963.43743,38969.49736,41062.0318,46079.70251,57008.98883
1160,39006.15528,38995.72675,41036.01322,46100.11999,57020.60092
1159,39028.75051,39038.20683,41021.4138,46145.39291,57021.39453
1158,39030.78321,39063.07023,41014.37057,46196.72428,57042.61674
1157,39037.15617,39053.03707,41013.91692,46233.68997,57095.98716
1156,39071.47937,39018.07235,41021.96032,46249.13523,57165.43521
1155,39129.41532,38978.57817,41032.91621,46246.67297,57225.74448
1154,39180.53184,38948.38465,41031.58044,46228.56297,57261.80087
1153,39199.04879,38935.05217,41007.55114,46192.73667,57268.93089
1152,39192.28143,38943.92281,40969.7709,46142.41569,57246.6336
1151,39193.9569,38971.24849,40940.78129,46091.70443,57203.71875
1150,39225.9548,38999.30433,40935.01625,46055.95657,57165.67919
1149,39271.48196,39011.37083,40946.7478,46039.54791,57162.20417
1148,39294.46655,39012.01836,40961.39623,46038.19036,57199.34662
